-55.4048036711, 71.0055885131, 0.0000000000
-55.4048036711, 71.0055885131, 0.0000000000
-55.3172153040, 71.7294401748, 0.0000000000
-55.3172153040, 71.7294401748, 0.0000000000
-55.2922316099, 72.0201781538, 0.0000000000
-55.2922316099, 72.0201781538, 0.0000000000
-55.2656725514, 72.4829458281, 0.0000000000
-55.2656725514, 72.4829458281, 0.0000000000
-55.2589138558, 73.1600237892, 0.0000000000
-55.2589138558, 73.1600237892, 0.0000000000
-55.3233342466, 74.1060381804, 0.0000000000
-55.3233342466, 74.1060381804, 0.0000000000
-55.4815498756, 75.0062244975, 0.0000000000
-55.4815498756, 75.0062244975, 0.0000000000
-55.7039023207, 75.7572023012, 0.0000000000
-55.7039023207, 75.7572023012, 0.0000000000
-55.9263027548, 76.2959840730, 0.0000000000
-55.9263027548, 76.2959840730, 0.0000000000
-56.4558280773, 77.2036252708, 0.0000000000
-56.4558280773, 77.2036252708, 0.0000000000
-56.6352466508, 77.4413188211, 0.0000000000
-56.6352466508, 77.4413188211, 0.0000000000
-56.9566467957, 77.8100399098, 0.0000000000
-56.9566467957, 77.8100399098, 0.0000000000
-57.4600434373, 78.2786282173, 0.0000000000
-57.4600434373, 78.2786282173, 0.0000000000
-58.4637473423, 78.9507668971, 0.0000000000
-58.4637473423, 78.9507668971, 0.0000000000
-59.4715701276, 79.3963436466, 0.0000000000
-59.4715701276, 79.3963436466, 0.0000000000
-60.2227415172, 79.6238818352, 0.0000000000
-60.2227415172, 79.6238818352, 0.0000000000
-61.0228945168, 79.7896632333, 0.0000000000
-61.0228945168, 79.7896632333, 0.0000000000
-62.1363209668, 79.9128047741, 0.0000000000
-62.1363209668, 79.9128047741, 0.0000000000
-63.1022968874, 79.9346124884, 0.0000000000
-63.1022968874, 79.9346124884, 0.0000000000
-64.7116956070, 79.8238840365, 0.0000000000
-64.7116956070, 79.8238840365, 0.0000000000
-66.5340593111, 79.5091684047, 0.0000000000
-66.5340593111, 79.5091684047, 0.0000000000
-68.1099327474, 79.0953965042, 0.0000000000
-68.1099327474, 79.0953965042, 0.0000000000
-69.4116616052, 78.6632215592, 0.0000000000
-69.4116616052, 78.6632215592, 0.0000000000
-70.2146816167, 78.3579380365, 0.0000000000
-70.2146816167, 78.3579380365, 0.0000000000
-71.3138239995, 77.8938479388, 0.0000000000
-71.3138239995, 77.8938479388, 0.0000000000
-73.6159507335, 76.7539247083, 0.0000000000
-73.6159507335, 76.7539247083, 0.0000000000
-75.0810845322, 75.9125871384, 0.0000000000
-75.0810845322, 75.9125871384, 0.0000000000
-76.6715785781, 74.8980657179, 0.0000000000
-76.6715785781, 74.8980657179, 0.0000000000
-78.0425609465, 73.9386223399, 0.0000000000
-78.0425609465, 73.9386223399, 0.0000000000
-79.0209417735, 73.2052969809, 0.0000000000
-79.0209417735, 73.2052969809, 0.0000000000
-80.2150209060, 72.2545474423, 0.0000000000
-80.2150209060, 72.2545474423, 0.0000000000
-81.5971207066, 71.0759720764, 0.0000000000
-81.5971207066, 71.0759720764, 0.0000000000
-83.1767220556, 69.6232211250, 0.0000000000
-83.1767220556, 69.6232211250, 0.0000000000
-84.3624390619, 68.4559181016, 0.0000000000
-84.3624390619, 68.4559181016, 0.0000000000
-85.5397644511, 67.2290999915, 0.0000000000
-85.5397644511, 67.2290999915, 0.0000000000
-86.3420443899, 66.3530030476, 0.0000000000
-86.3420443899, 66.3530030476, 0.0000000000
-87.7165447679, 64.7732667223, 0.0000000000
-87.7165447679, 64.7732667223, 0.0000000000
-89.1819983800, 62.9736672210, 0.0000000000
-89.1819983800, 62.9736672210, 0.0000000000
-90.3087719222, 61.5038274812, 0.0000000000
-90.3087719222, 61.5038274812, 0.0000000000
-91.6561941031, 59.6406495908, 0.0000000000
-91.6561941031, 59.6406495908, 0.0000000000
-92.7632746809, 58.0172867942, 0.0000000000
-92.7632746809, 58.0172867942, 0.0000000000
-93.8519856086, 56.3324853138, 0.0000000000
-93.8519856086, 56.3324853138, 0.0000000000
-94.4518717085, 55.3638612243, 0.0000000000
-94.4518717085, 55.3638612243, 0.0000000000
-95.2619299638, 54.0069976156, 0.0000000000
-95.2619299638, 54.0069976156, 0.0000000000
-95.8792494304, 52.9326932101, 0.0000000000
-95.8792494304, 52.9326932101, 0.0000000000
-96.4531804974, 51.9003368836, 0.0000000000
-96.4531804974, 51.9003368836, 0.0000000000
-97.0369971265, 50.8146392856, 0.0000000000
-97.0369971265, 50.8146392856, 0.0000000000
-97.6133697163, 49.7049026796, 0.0000000000
-97.6133697163, 49.7049026796, 0.0000000000
-98.1855981607, 48.5627753154, 0.0000000000
-98.1855981607, 48.5627753154, 0.0000000000
-98.9356824781, 46.9984491272, 0.0000000000
-98.9356824781, 46.9984491272, 0.0000000000
-99.3026177515, 46.2026304046, 0.0000000000
-99.3026177515, 46.2026304046, 0.0000000000
-99.8339394272, 45.0108430423, 0.0000000000
-99.8339394272, 45.0108430423, 0.0000000000
-100.4062528540, 43.6692813842, 0.0000000000
-100.4062528540, 43.6692813842, 0.0000000000
-100.7503582089, 42.8304573824, 0.0000000000
-100.7503582089, 42.8304573824, 0.0000000000
-101.3828434818, 41.2167494330, 0.0000000000
-101.3828434818, 41.2167494330, 0.0000000000
-102.0625892150, 39.3606582420, 0.0000000000
-102.0625892150, 39.3606582420, 0.0000000000
-102.8288329478, 37.0775082761, 0.0000000000
-102.8288329478, 37.0775082761, 0.0000000000
-103.4225002483, 35.1258586347, 0.0000000000
-103.4225002483, 35.1258586347, 0.0000000000
